Positions of every atom, in reduced units, for every time step
-1.81, -2.08, -7.73
-2.27, -0.08, -4.71
0.13, -2.52, -4.40
-0.14, -0.05, -7.70
2.43, -2.99, -7.72
2.94, -0.38, -5.02
5.45, -2.53, -4.84
4.71, 0.11, -7.37
-7.43, 2.20, -7.17
-6.83, 4.40, -5.19
-4.23, 2.13, -4.98
-4.88, 5.34, -7.78
-2.91, 2.32, -7.68
-2.67, 5.55, -4.12
0.28, 2.19, -4.88
0.25, 4.73, -7.42
2.71, 2.91, -7.35
1.80, 4.44, -5.09
5.20, 2.78, -4.83
5.26, 5.20, -7.26
-7.62, -7.27, -2.31
-6.92, -4.75, -0.04
-4.85, -8.14, -0.20
-4.65, -4.34, -2.52
-2.89, -7.70, -3.10
-1.89, -4.45, -0.40
0.54, -7.27, -0.16
-0.08, -5.19, -2.76
2.57, -7.19, -2.35
1.78, -4.49, -0.13
4.56, -6.78, 0.08
5.69, -5.33, -2.44
-7.76, -1.92, -2.39
-7.54, -0.01, 0.32
-4.64, -2.28, -0.02
-4.54, 0.73, -2.43
-2.61, -3.10, -1.74
-2.95, 0.06, 0.02
-0.01, -2.43, -0.18
0.18, 0.00, -2.87
2.43, -1.89, -1.83
2.25, -0.00, 0.19
5.50, -1.98, -0.22
4.59, 0.70, -3.00
-7.90, 2.57, -2.75
-7.50, 4.88, -0.10
-4.91, 2.42, 0.29
-4.66, 4.64, -2.21
-3.01, 2.92, -3.13
-2.41, 5.54, 0.29
-0.24, 2.03, -0.45
-0.46, 4.51, -1.40
2.42, 1.50, -2.24
3.17, 5.56, 0.20
5.27, 2.65, -0.26
4.86, 4.67, -2.81
-7.46, -7.62, 2.64
-7.08, -5.02, 4.78
-5.00, -8.06, 4.68
-5.10, -4.60, 2.51
-2.44, -7.03, 2.34
-2.65, -4.74, 5.37
0.10, -8.00, 5.54
0.43, -5.02, 2.74
2.63, -7.64, 2.30
1.87, -4.96, 5.01
5.23, -7.35, 4.61
4.81, -4.93, 2.21
-7.27, -2.63, 2.61
-7.20, -0.27, 5.54
-4.83, -2.51, 4.73
-5.11, 0.14, 2.29
-2.68, -1.98, 2.21
-2.83, -0.15, 4.91
0.48, -2.59, 4.59
-0.30, -0.47, 1.81
2.70, -2.80, 2.48
2.27, 0.75, 4.99
4.37, -2.23, 4.93
4.61, 0.14, 2.83
-7.47, 3.13, 2.88
-7.51, 4.62, 4.95
-4.33, 1.87, 4.85
-4.91, 4.52, 1.76
-2.99, 1.57, 2.91
-2.48, 4.52, 4.67
-0.01, 2.58, 5.49
0.29, 4.79, 2.35
2.31, 1.89, 2.92
2.35, 4.50, 4.81
4.65, 2.50, 5.01
5.36, 5.83, 2.22
 
-7.97, -7.41, -7.49
-7.81, -3.91, -4.69
-4.59, -7.54, -4.32
-5.41, -4.29, -7.06
-2.57, -7.60, -7.25
-2.24, -5.13, -5.14
0.26, -7.73, -4.93
-0.68, -4.50, -7.69
2.91, -7.35, -7.85
2.62, -4.77, -5.27
4.25, -7.93, -4.40
4.56, -5.44, -7.63
-8.01, -2.24, -7.56
-7.43, -0.11, -5.12
-5.03, -2.44, -4.79
-4.44, 0.12, -7.00
-1.80, -2.08, -7.74
-2.27, -0.08, -4.71
0.13, -2.52, -4.39
-0.14, -0.05, -7.70
2.43, -2.99, -7.72
2.94, -0.38, -5.03
5.45, -2.53, -4.84
4.71, 0.11, -7.37
-7.43, 2.20, -7.17
-6.82, 4.39, -5.19
-4.22, 2.12, -4.98
-4.88, 5.35, -7.79
-2.92, 2.32, -7.68
-2.67, 5.55, -4.11
0.29, 2.19, -4.88
0.25, 4.73, -7.42
2.71, 2.92, -7.35
1.79, 4.44, -5.09
5.20, 2.78, -4.83
5.27, 5.20, -7.26
-7.62, -7.26, -2.30
-6.92, -4.75, -0.04
-4.85, -8.15, -0.20
-4.64, -4.33, -2.52
-2.90, -7.70, -3.11
-1.88, -4.44, -0.41
0.55, -7.27, -0.16
-0.08, -5.19, -2.76
2.57, -7.19, -2.35
1.77, -4.49, -0.13
4.55, -6.77, 0.08
5.70, -5.34, -2.43
-7.77, -1.92, -2.39
-7.54, -0.01, 0.33
-4.64, -2.28, -0.02
-4.53, 0.74, -2.43
-2.61, -3.10, -1.74
-2.96, 0.06, 0.02
-0.01, -2.43, -0.18
0.18, 0.00, -2.88
2.43, -1.88, -1.82
2.25, -0.00, 0.19
5.50, -1.97, -0.22
4.59, 0.71, -3.00
-7.90, 2.57, -2.76
-7.50, 4.88, -0.10
-4.91, 2.42, 0.30
-4.66, 4.64, -2.21
-3.01, 2.93, -3.14
-2.41, 5.55, 0.30
-0.25, 2.02, -0.46
-0.46, 4.51, -1.39
2.42, 1.49, -2.23
3.18, 5.57, 0.21
5.27, 2.65, -0.26
4.86, 4.66, -2.81
-7.46, -7.62, 2.64
-7.08, -5.02, 4.78
-5.00, -8.07, 4.67
-5.10, -4.59, 2.51
-2.44, -7.02, 2.34
-2.66, -4.74, 5.38
0.10, -8.01, 5.55
0.43, -5.03, 2.74
2.63, -7.64, 2.30
1.86, -4.96, 5.02
5.23, -7.35, 4.60
4.80, -4.93, 2.21
-7.27, -2.64, 2.61
-7.20, -0.27, 5.54
-4.82, -2.51, 4.73
-5.11, 0.14, 2.28
-2.68, -1.98, 2.21
-2.84, -0.15, 4.91
0.49, -2.59, 4.59
-0.30, -0.48, 1.80
2.70, -2.80, 2.48
2.26, 0.75, 4.99
4.36, -2.23, 4.93
4.61, 0.14, 2.83
-7.47, 3.14, 2.89
-7.51, 4.61, 4.95
-4.32, 1.86, 4.85
-4.91, 4.52, 1.75
-2.99, 1.56, 2.92
-2.48, 4.52, 4.67
-0.01, 2.58, 5.49
0.30, 4.79, 2.35
2.31, 1.88, 2.92
2.34, 4.49, 4.81
4.65, 2.50, 5.01
5.37, 5.84, 2.21
 
-7.98, -7.41, -7.50
-7.82, -3.90, -4.69
-4.59, -7.54, -4.31
-5.42, -4.28, -7.06
-2.57, -7.60, -7.25
-2.23, -5.13, -5.14
0.26, -7.74, -4.93
-0.69, -4.49, -7.70
2.92, -7.34, -7.86
2.63, -4.77, -5.27
4.25, -7.93, -4.40
4.56, -5.44, -7.63
-8.02, -2.23, -7.56
-7.43, -0.11, -5.12
-5.03, -2.44, -4.79
-4.44, 0.12, -6.99
-1.80, -2.07, -7.74
-2.26, -0.08, -4.70
0.13, -2.52, -4.39
-0.14, -0.05, -7.71
2.43, -3.00, -7.73
2.95, -0.39, -5.03
5.46, -2.53, -4.84
4.71, 0.11, -7.37
-7.43, 2.20, -7.17
-6.82, 4.39, -5.19
-4.21, 2.12, -4.98
-4.88, 5.35, -7.79
-2.92, 2.31, -7.69
-2.68, 5.56, -4.10
0.29, 2.18, -4.88
0.25, 4.72, -7.42
2.71, 2.92, -7.35
1.78, 4.43, -5.09
5.21, 2.79, -4.82
5.27, 5.21, -7.26
-7.63, -7.26, -2.30
-6.91, -4.74, -0.04
-4.85, -8.16, -0.21
-4.64, -4.33, -2.52
-2.90, -7.71, -3.11
-1.88, -4.43, -0.41
0.56, -7.27, -0.16
-0.08, -5.19, -2.76
2.57, -7.19, -2.35
1.76, -4.48, -0.13
4.55, -6.77, 0.09
5.71, -5.34, -2.43
-7.77, -1.91, -2.39
-7.54, -0.01, 0.33
-4.63, -2.28, -0.02
-4.53, 0.75, -2.43
-2.62, -3.11, -1.73
-2.96, 0.06, 0.03
-0.01, -2.43, -0.18
0.18, 0.00, -2.88
2.43, -1.88, -1.81
2.24, -0.00, 0.20
5.51, -1.96, -0.23
4.58, 0.72, -3.01
-7.91, 2.57, -2.76
-7.50, 4.88, -0.10
-4.91, 2.42, 0.30
-4.65, 4.63, -2.20
-3.02, 2.94, -3.15
-2.41, 5.55, 0.30
-0.25, 2.02, -0.46
-0.47, 4.50, -1.37
2.42, 1.48, -2.23
3.19, 5.57, 0.21
5.27, 2.65, -0.26
4.86, 4.66, -2.81
-7.46, -7.62, 2.64
-7.07, -5.02, 4.78
-5.00, -8.08, 4.67
-5.10, -4.59, 2.52
-2.44, -7.02, 2.34
-2.66, -4.74, 5.38
0.10, -8.02, 5.55
0.44, -5.03, 2.75
2.63, -7.65, 2.30
1.85, -4.96, 5.02
5.24, -7.35, 4.60
4.80, -4.93, 2.20
-7.26, -2.64, 2.61
-7.20, -0.27, 5.55
-4.82, -2.51, 4.73
-5.11, 0.15, 2.28
-2.68, -1.97, 2.21
-2.84, -0.16, 4.91
0.50, -2.60, 4.58
-0.30, -0.48, 1.79
2.70, -2.80, 2.49
2.26, 0.76, 4.99
4.36, -2.22, 4.93
4.61, 0.15, 2.84
-7.47, 3.15, 2.89
-7.51, 4.61, 4.96
-4.31, 1.85, 4.85
-4.91, 4.51, 1.74
-3.00, 1.55, 2.92
-2.48, 4.51, 4.67
-0.01, 2.59, 5.50
0.30, 4.79, 2.35
2.30, 1.87, 2.93
2.34, 4.49, 4.81
4.65, 2.50, 5.02
5.37, 5.85, 2.21
 
-7.99, -7.41, -7.50
-7.82, -3.89, -4.69
-4.59, -7.54, -4.31
-5.43, -4.27, -7.05
-2.58, -7.60, -7.25
-2.23, -5.14, -5.14
0.26, -7.74, -4.93
-0.70, -4.49, -7.70
2.92, -7.34, -7.86
2.63, -4.77, -5.28
4.24, -7.94, -4.39
4.56, -5.45, -7.63
-8.02, -2.23, -7.56
-7.43, -0.11, -5.13
-5.04, -2.44, -4.79
-4.43, 0.12, -6.99
-1.79, -2.07, -7.75
-2.26, -0.08, -4.70
0.13, -2.53, -4.38
-0.14, -0.05, -7.71
2.43, -3.01, -7.73
2.95, -0.39, -5.03
5.46, -2.53, -4.84
4.71, 0.11, -7.37
-7.43, 2.20, -7.16
-6.81, 4.38, -5.20
-4.20, 2.12, -4.98
-4.88, 5.36, -7.80
-2.93, 2.31, -7.69
-2.68, 5.57, -4.10
0.29, 2.18, -4.88
0.26, 4.72, -7.42
2.71, 2.93, -7.35
1.77, 4.43, -5.09
5.21, 2.79, -4.82
5.27, 5.21, -7.26
-7.63, -7.26, -2.30
-6.91, -4.74, -0.04
-4.85, -8.17, -0.21
-4.64, -4.32, -2.53
-2.91, -7.71, -3.12
-1.87, -4.43, -0.42
0.56, -7.27, -0.17
-0.08, -5.20, -2.77
2.57, -7.19, -2.35
1.76, -4.48, -0.13
4.54, -6.76, 0.09
5.72, -5.35, -2.43
-7.78, -1.91, -2.39
-7.54, -0.01, 0.33
-4.63, -2.28, -0.02
-4.52, 0.76, -2.43
-2.62, -3.12, -1.72
-2.97, 0.06, 0.03
-0.01, -2.43, -0.18
0.19, 0.00, -2.89
2.43, -1.87, -1.80
2.24, -0.00, 0.20
5.52, -1.96, -0.23
4.58, 0.72, -3.02
-7.91, 2.57, -2.76
-7.50, 4.88, -0.10
-4.91, 2.42, 0.30
-4.65, 4.63, -2.20
-3.03, 2.94, -3.15
-2.41, 5.56, 0.31
-0.25, 2.01, -0.47
-0.47, 4.50, -1.36
2.42, 1.46, -2.23
3.20, 5.58, 0.21
5.28, 2.65, -0.27
4.86, 4.66, -2.82
-7.46, -7.63, 2.65
-7.07, -5.03, 4.78
-5.00, -8.09, 4.67
-5.10, -4.59, 2.52
-2.44, -7.01, 2.34
-2.66, -4.73, 5.39
0.10, -8.02, 5.56
0.44, -5.03, 2.75
2.64, -7.65, 2.30
1.85, -4.96, 5.02
5.24, -7.35, 4.60
4.80, -4.93, 2.20
-7.26, -2.64, 2.62
-7.20, -0.28, 5.56
-4.82, -2.52, 4.72
-5.12, 0.15, 2.28
-2.69, -1.96, 2.20
-2.85, -0.16, 4.91
0.50, -2.60, 4.58
-0.31, -0.49, 1.78
2.70, -2.81, 2.49
2.26, 0.77, 4.99
4.35, -2.22, 4.93
4.60, 0.15, 2.84
-7.47, 3.16, 2.90
-7.51, 4.60, 4.96
-4.31, 1.84, 4.85
-4.91, 4.51, 1.73
-3.01, 1.54, 2.93
-2.48, 4.51, 4.66
-0.01, 2.59, 5.51
0.30, 4.78, 2.35
2.30, 1.86, 2.93
2.34, 4.48, 4.80
4.64, 2.50, 5.02
5.38, 5.86, 2.21
 
-7.99, -7.41, -7.50
-7.83, -3.88, -4.68
-4.58, -7.54, -4.30
-5.43, -4.27, -7.05
-2.58, -7.61, -7.24
-2.23, -5.14, -5.14
0.27, -7.75, -4.93
-0.70, -4.48, -7.70
2.93, -7.34, -7.87
2.63, -4.77, -5.28
4.23, -7.94, -4.38
4.55, -5.46, -7.64
-8.03, -2.23, -7.57
-7.43, -0.12, -5.13
-5.04, -2.44, -4.79
-4.43, 0.12, -6.98
-1.78, -2.06, -7.75
-2.26, -0.09, -4.70
0.13, -2.53, -4.37
-0.15, -0.05, -7.71
2.43, -3.01, -7.74
2.96, -0.40, -5.03
5.47, -2.53, -4.84
4.70, 0.11, -7.37
-7.43, 2.19, -7.16
-6.80, 4.38, -5.20
-4.20, 2.11, -4.98
-4.88, 5.36, -7.80
-2.94, 2.31, -7.69
-2.68, 5.58, -4.09
0.30, 2.18, -4.88
0.26, 4.72, -7.42
2.72, 2.93, -7.35
1.77, 4.42, -5.09
5.21, 2.79, -4.82
5.28, 5.21, -7.25
-7.63, -7.26, -2.30
-6.90, -4.74, -0.04
-4.85, -8.18, -0.21
-4.63, -4.31, -2.53
-2.91, -7.72, -3.13
-1.86, -4.42, -0.42
0.57, -7.27, -0.17
-0.08, -5.20, -2.77
2.57, -7.18, -2.34
1.75, -4.47, -0.14
4.54, -6.75, 0.09
5.73, -5.35, -2.43
-7.78, -1.90, -2.39
-7.54, -0.01, 0.34
-4.63, -2.28, -0.02
-4.52, 0.77, -2.42
-2.62, -3.13, -1.71
-2.97, 0.07, 0.03
-0.01, -2.43, -0.18
0.19, 0.00, -2.89
2.43, -1.86, -1.80
2.24, -0.00, 0.20
5.52, -1.95, -0.23
4.58, 0.73, -3.02
-7.92, 2.57, -2.77
-7.50, 4.88, -0.11
-4.91, 2.42, 0.31
-4.65, 4.63, -2.20
-3.03, 2.95, -3.16
-2.41, 5.57, 0.31
-0.25, 2.01, -0.47
-0.48, 4.49, -1.35
2.42, 1.45, -2.22
3.21, 5.59, 0.21
5.28, 2.65, -0.27
4.86, 4.65, -2.82
-7.46, -7.63, 2.65
-7.07, -5.03, 4.77
-5.00, -8.09, 4.66
-5.11, -4.58, 2.52
-2.44, -7.01, 2.33
-2.66, -4.73, 5.40
0.10, -8.03, 5.57
0.45, -5.03, 2.75
2.64, -7.65, 2.30
1.84, -4.96, 5.02
5.25, -7.34, 4.59
4.80, -4.93, 2.20
-7.26, -2.64, 2.62
-7.19, -0.28, 5.57
-4.82, -2.52, 4.72
-5.12, 0.15, 2.28
-2.69, -1.96, 2.20
-2.85, -0.16, 4.91
0.51, -2.60, 4.57
-0.31, -0.49, 1.78
2.71, -2.81, 2.49
2.26, 0.78, 4.99
4.34, -2.22, 4.93
4.60, 0.15, 2.85
-7.47, 3.17, 2.90
-7.51, 4.60, 4.96
-4.30, 1.84, 4.85
-4.91, 4.50, 1.72
-3.01, 1.53, 2.93
-2.48, 4.50, 4.66
-0.01, 2.59, 5.51
0.31, 4.78, 2.35
2.30, 1.86, 2.94
2.34, 4.48, 4.80
4.64, 2.50, 5.02
5.38, 5.87, 2.20
 
-8.00, -7.41, -7.50
-7.83, -3.87, -4.68
-4.58, -7.54, -4.29
-5.44, -4.26, -7.04
-2.58, -7.61, -7.24
-2.23, -5.14, -5.14
0.27, -7.75, -4.93
-0.71, -4.48, -7.71
2.93, -7.34, -7.87
2.63, -4.77, -5.29
4.22, -7.95, -4.38
4.55, -5.46, -7.64
-8.04, -2.23, -7.57
-7.43, -0.12, -5.13
-5.04, -2.44, -4.79
-4.42, 0.12, -6.98
-1.77, -2.06, -7.75
-2.26, -0.09, -4.70
0.14, -2.53, -4.37
-0.15, -0.05, -7.72
2.43, -3.02, -7.74
2.96, -0.40, -5.03
5.48, -2.53, -4.84
4.70, 0.11, -7.37
-7.43, 2.19, -7.16
-6.80, 4.37, -5.20
-4.19, 2.11, -4.98
-4.87, 5.37, -7.81
-2.94, 2.31, -7.70
-2.68, 5.58, -4.08
0.30, 2.17, -4.88
0.26, 4.72, -7.42
2.72, 2.94, -7.35
1.76, 4.42, -5.09
5.22, 2.80, -4.82
5.28, 5.22, -7.25
-7.63, -7.26, -2.30
-6.90, -4.74, -0.04
-4.85, -8.19, -0.21
-4.63, -4.31, -2.53
-2.92, -7.72, -3.14
-1.86, -4.42, -0.43
0.57, -7.26, -0.17
-0.08, -5.20, -2.77
2.57, -7.18, -2.34
1.74, -4.47, -0.14
4.53, -6.75, 0.09
5.74, -5.36, -2.43
-7.79, -1.89, -2.39
-7.54, -0.01, 0.34
-4.62, -2.27, -0.02
-4.51, 0.78, -2.42
-2.62, -3.14, -1.70
-2.98, 0.07, 0.03
-0.01, -2.43, -0.19
0.19, 0.00, -2.90
2.43, -1.86, -1.79
2.24, -0.00, 0.20
5.53, -1.95, -0.24
4.57, 0.74, -3.03
-7.93, 2.57, -2.77
-7.50, 4.88, -0.11
-4.91, 2.42, 0.31
-4.64, 4.62, -2.19
-3.04, 2.95, -3.17
-2.41, 5.57, 0.31
-0.26, 2.00, -0.48
-0.48, 4.49, -1.34
2.42, 1.44, -2.22
3.21, 5.60, 0.22
5.29, 2.66, -0.27
4.85, 4.65, -2.83
-7.46, -7.63, 2.65
-7.06, -5.03, 4.77
-5.00, -8.10, 4.66
-5.11, -4.58, 2.52
-2.44, -7.01, 2.33
-2.67, -4.73, 5.40
0.10, -8.04, 5.57
0.45, -5.03, 2.76
2.64, -7.66, 2.29
1.83, -4.96, 5.02
5.25, -7.34, 4.59
4.80, -4.93, 2.19
-7.26, -2.64, 2.62
-7.19, -0.28, 5.57
-4.82, -2.52, 4.72
-5.12, 0.15, 2.28
-2.69, -1.95, 2.20
-2.85, -0.16, 4.91
0.51, -2.60, 4.57
-0.31, -0.50, 1.77
2.71, -2.81, 2.49
2.26, 0.79, 4.99
4.34, -2.22, 4.93
4.59, 0.15, 2.85
-7.47, 3.17, 2.91
-7.51, 4.60, 4.96
-4.29, 1.83, 4.85
-4.91, 4.50, 1.71
-3.02, 1.52, 2.94
-2.48, 4.50, 4.66
-0.01, 2.59, 5.52
0.31, 4.78, 2.35
2.30, 1.85, 2.94
2.34, 4.47, 4.80
4.64, 2.50, 5.02
5.39, 5.88, 2.20
 
-8.01, -7.41, -7.50
-7.84, -3.85, -4.68
-4.57, -7.55, -4.28
-5.44, -4.25, -7.04
-2.58, -7.61, -7.24
-2.22, -5.14, -5.15
0.27, -7.75, -4.93
-0.72, -4.47, -7.71
2.94, -7.34, -7.88
2.63, -4.76, -5.29
4.22, -7.96, -4.37
4.54, -5.47, -7.64
-8.05, -2.22, -7.57
-7.43, -0.12, -5.13
-5.04, -2.44, -4.78
-4.42, 0.12, -6.97
-1.76, -2.06, -7.76
-2.26, -0.09, -4.69
0.14, -2.53, -4.36
-0.15, -0.05, -7.72
2.43, -3.03, -7.74
2.97, -0.41, -5.03
5.48, -2.53, -4.84
4.70, 0.11, -7.37
-7.44, 2.19, -7.15
-6.79, 4.36, -5.21
-4.18, 2.11, -4.99
-4.87, 5.37, -7.81
-2.95, 2.31, -7.70
-2.69, 5.59, -4.07
0.30, 2.17, -4.88
0.27, 4.72, -7.42
2.72, 2.94, -7.35
1.75, 4.41, -5.10
5.22, 2.80, -4.82
5.29, 5.22, -7.25
-7.64, -7.26, -2.30
-6.89, -4.74, -0.04
-4.85, -8.20, -0.22
-4.63, -4.30, -2.53
-2.92, -7.72, -3.14
-1.85, -4.41, -0.43
0.58, -7.26, -0.17
-0.08, -5.21, -2.78
2.58, -7.18, -2.34
1.73, -4.46, -0.14
4.53, -6.74, 0.09
5.75, -5.36, -2.43
-7.79, -1.89, -2.39
-7.55, -0.01, 0.34
-4.62, -2.27, -0.02
-4.51, 0.79, -2.42
-2.62, -3.14, -1.69
-2.99, 0.07, 0.03
-0.01, -2.43, -0.19
0.19, 0.00, -2.90
2.43, -1.85, -1.78
2.23, -0.00, 0.20
5.54, -1.94, -0.24
4.57, 0.75, -3.04
-7.93, 2.58, -2.77
-7.50, 4.88, -0.11
-4.91, 2.42, 0.31
-4.64, 4.62, -2.19
-3.05, 2.96, -3.18
-2.41, 5.58, 0.32
-0.26, 2.00, -0.48
-0.49, 4.48, -1.32
2.42, 1.43, -2.22
3.22, 5.60, 0.22
5.29, 2.66, -0.28
4.85, 4.65, -2.83
-7.47, -7.63, 2.65
-7.06, -5.03, 4.77
-5.00, -8.11, 4.66
-5.11, -4.57, 2.52
-2.44, -7.00, 2.33
-2.67, -4.73, 5.41
0.10, -8.05, 5.58
0.46, -5.03, 2.76
2.64, -7.66, 2.29
1.83, -4.96, 5.02
5.25, -7.34, 4.58
4.80, -4.93, 2.19
-7.26, -2.65, 2.62
-7.19, -0.28, 5.58
-4.82, -2.52, 4.72
-5.12, 0.15, 2.27
-2.69, -1.95, 2.19
-2.86, -0.16, 4.91
0.52, -2.60, 4.57
-0.32, -0.51, 1.76
2.71, -2.82, 2.49
2.25, 0.80, 5.00
4.33, -2.21, 4.93
4.59, 0.15, 2.86
-7.47, 3.18, 2.91
-7.52, 4.59, 4.96
-4.28, 1.82, 4.84
-4.91, 4.49, 1.71
-3.03, 1.51, 2.94
-2.48, 4.49, 4.66
-0.01, 2.59, 5.52
0.31, 4.78, 2.35
2.30, 1.84, 2.95
2.34, 4.47, 4.80
4.63, 2.50, 5.02
5.39, 5.90, 2.20
 
-8.01, -7.41, -7.50
-7.84, -3.84, -4.68
-4.57, -7.55, -4.28
-5.45, -4.24, -7.04
-2.58, -7.61, -7.24
-2.22, -5.15, -5.15
0.28, -7.76, -4.93
-0.73, -4.47, -7.71
2.94, -7.34, -7.88
2.64, -4.76, -5.29
4.21, -7.96, -4.37
4.54, -5.47, -7.64
-8.05, -2.22, -7.57
-7.43, -0.12, -5.14
-5.04, -2.44, -4.78
-4.41, 0.12, -6.97
-1.76, -2.05, -7.76
-2.25, -0.09, -4.69
0.14, -2.53, -4.36
-0.15, -0.05, -7.72
2.43, -3.03, -7.75
2.97, -0.41, -5.03
5.49, -2.53, -4.83
4.70, 0.11, -7.37
-7.44, 2.18, -7.15
-6.78, 4.36, -5.21
-4.17, 2.10, -4.99
-4.87, 5.38, -7.82
-2.95, 2.31, -7.70
-2.69, 5.60, -4.06
0.31, 2.17, -4.88
0.27, 4.71, -7.42
2.73, 2.95, -7.35
1.74, 4.40, -5.10
5.22, 2.80, -4.82
5.29, 5.22, -7.25
-7.64, -7.26, -2.29
-6.89, -4.73, -0.04
-4.85, -8.21, -0.22
-4.62, -4.29, -2.53
-2.93, -7.73, -3.15
-1.84, -4.41, -0.44
0.59, -7.26, -0.17
-0.08, -5.21, -2.78
2.58, -7.18, -2.34
1.72, -4.46, -0.14
4.52, -6.73, 0.09
5.75, -5.37, -2.43
-7.80, -1.88, -2.39
-7.55, -0.01, 0.35
-4.62, -2.27, -0.02
-4.50, 0.80, -2.42
-2.63, -3.15, -1.68
-2.99, 0.07, 0.03
-0.01, -2.43, -0.19
0.19, 0.00, -2.91
2.43, -1.84, -1.77
2.23, -0.00, 0.21
5.54, -1.94, -0.24
4.56, 0.76, -3.04
-7.94, 2.58, -2.78
-7.50, 4.88, -0.11
-4.91, 2.42, 0.32
-4.64, 4.62, -2.19
-3.05, 2.96, -3.19
-2.41, 5.59, 0.32
-0.26, 1.99, -0.49
-0.49, 4.48, -1.31
2.42, 1.42, -2.22
3.23, 5.61, 0.22
5.29, 2.66, -0.28
4.85, 4.64, -2.84
-7.47, -7.64, 2.65
-7.06, -5.03, 4.77
-5.00, -8.12, 4.66
-5.11, -4.57, 2.52
-2.44, -7.00, 2.33
-2.67, -4.73, 5.41
0.10, -8.05, 5.59
0.46, -5.03, 2.76
2.64, -7.66, 2.29
1.82, -4.96, 5.02
5.26, -7.34, 4.58
4.80, -4.93, 2.19
-7.26, -2.65, 2.62
-7.19, -0.29, 5.59
-4.82, -2.52, 4.71
-5.13, 0.15, 2.27
-2.70, -1.94, 2.19
-2.86, -0.16, 4.91
0.52, -2.60, 4.56
-0.32, -0.51, 1.75
2.72, -2.82, 2.49
2.25, 0.81, 5.00
4.32, -2.21, 4.93
4.59, 0.15, 2.86
-7.47, 3.19, 2.92
-7.52, 4.59, 4.96
-4.28, 1.82, 4.84
-4.91, 4.49, 1.70
-3.03, 1.50, 2.95
-2.48, 4.49, 4.65
-0.01, 2.59, 5.53
0.32, 4.78, 2.35
2.29, 1.84, 2.95
2.34, 4.46, 4.80
4.63, 2.50, 5.02
5.40, 5.91, 2.20
 
-8.02, -7.41, -7.50
-7.85, -3.83, -4.67
-4.57, -7.55, -4.27
-5.45, -4.24, -7.03
-2.58, -7.62, -7.24
-2.22, -5.15, -5.15
0.28, -7.76, -4.93
-0.73, -4.46, -7.72
2.95, -7.34, -7.89
2.64, -4.76, -5.30
4.20, -7.97, -4.36
4.54, -5.48, -7.65
-8.06, -2.22, -7.57
-7.43, -0.12, -5.14
-5.04, -2.44, -4.78
-4.41, 0.13, -6.96
-1.75, -2.05, -7.77
-2.25, -0.09, -4.69
0.14, -2.53, -4.35
-0.15, -0.05, -7.73
2.43, -3.04, -7.75
2.98, -0.41, -5.03
5.50, -2.54, -4.83
4.69, 0.12, -7.37
-7.44, 2.18, -7.15
-6.78, 4.35, -5.21
-4.16, 2.10, -4.99
-4.87, 5.38, -7.82
-2.96, 2.30, -7.71
-2.69, 5.60, -4.05
0.31, 2.16, -4.88
0.27, 4.71, -7.43
2.73, 2.95, -7.35
1.74, 4.40, -5.10
5.23, 2.81, -4.82
5.29, 5.23, -7.25
-7.64, -7.25, -2.29
-6.88, -4.73, -0.04
-4.84, -8.22, -0.22
-4.62, -4.29, -2.53
-2.93, -7.73, -3.16
-1.84, -4.40, -0.44
0.59, -7.26, -0.18
-0.09, -5.21, -2.78
2.58, -7.17, -2.34
1.72, -4.45, -0.14
4.52, -6.72, 0.09
5.76, -5.37, -2.43
-7.80, -1.87, -2.39
-7.55, -0.01, 0.35
-4.61, -2.27, -0.02
-4.50, 0.80, -2.42
-2.63, -3.16, -1.68
-3.00, 0.07, 0.03
-0.01, -2.43, -0.19
0.20, 0.00, -2.91
2.43, -1.83, -1.77
2.23, -0.00, 0.21
5.55, -1.93, -0.24
4.56, 0.76, -3.05
-7.94, 2.58, -2.78
-7.51, 4.88, -0.11
-4.91, 2.42, 0.32
-4.63, 4.61, -2.19
-3.06, 2.97, -3.19
-2.41, 5.60, 0.32
-0.27, 1.99, -0.50
-0.50, 4.47, -1.30
2.42, 1.41, -2.21
3.24, 5.62, 0.22
5.30, 2.66, -0.28
4.85, 4.64, -2.84
-7.47, -7.64, 2.66
-7.05, -5.03, 4.77
-5.01, -8.13, 4.65
-5.11, -4.57, 2.52
-2.44, -6.99, 2.33
-2.67, -4.72, 5.42
0.11, -8.06, 5.60
0.47, -5.03, 2.77
2.65, -7.67, 2.29
1.81, -4.96, 5.02
5.26, -7.34, 4.58
4.79, -4.93, 2.18
-7.26, -2.65, 2.63
-7.19, -0.29, 5.59
-4.82, -2.52, 4.71
-5.13, 0.15, 2.27
-2.70, -1.94, 2.19
-2.87, -0.17, 4.91
0.53, -2.61, 4.56
-0.32, -0.52, 1.75
2.72, -2.83, 2.49
2.25, 0.82, 5.00
4.32, -2.21, 4.93
4.58, 0.16, 2.86
-7.47, 3.20, 2.92
-7.52, 4.59, 4.96
-4.27, 1.81, 4.84
-4.91, 4.48, 1.69
-3.04, 1.49, 2.95
-2.48, 4.49, 4.65
-0.01, 2.59, 5.54
0.32, 4.78, 2.34
2.29, 1.83, 2.96
2.33, 4.46, 4.80
4.63, 2.51, 5.02
5.41, 5.92, 2.19
 
-8.03, -7.41, -7.50
-7.85, -3.82, -4.67
